Metric,Mean,Std,Min,Max
PSNR,30.987632751464844,1.1430532932281494,27.855514526367188,35.55705642700195
SSIM,0.882910444762999,0.05018701572082349,0.6810706707344956,0.9445964489231011
RMSE,0.028466111049056053,0.0036913889925926924,0.01667811907827854,0.040478482842445374
MRAE,6.450168609619141,5.403566360473633,0.030955953523516655,30.034639358520508
Spectral Fidelity,0.9988738894462585,0.0002518828841857612,0.998081386089325,0.9994984865188599
Inference Time,111.79727458953857,38.90730713534406,46.845436096191406,234.75241661071777
Spectral Smoothness Loss,0.004369406930869445,0.0010065036162827839,0.002115486655384302,0.007111199200153351
Spectral TV Loss,0.03679941979050636,0.0006701683476138412,0.03513546288013458,0.03881159424781799
